ResourceID,External Cross Reference Notes,Storage Area Name,Journal or Series Volume Description,Title Type,Quantity,Contributor,Publisher Name,Creator,Road or Street Name,Archive Description Type,Repository Name,Subjects,Archive End Date,Journal or Series Name,Resource ID,Copyright Description,Archive Description text,Extent Measurement Unit,Amender,Archive Start Date,Number in Road or Street,Archive Source Format,Source Title,Archive Source Type,Publication Location Name,Periods,External Cross Reference Number,Language,Postal Code,Language,External Cross Reference Source,Copyright Type,Journal or Series Pages,Date of Publication,File,Statement of Responsibility
7ad7d696-4919-452d-ab35-2046db380884,,,,,,,,,,,,,1786,,,,,,,1784,,,"Lincoln, Vicars College from the south",Drawing,,,2642,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
7c984019-47a9-4c71-b363-00d4d8581f27,,,,,,,Ordnance Survey,,,,,,,,,,,,,,,,1:500 Town Plan of Lincoln,Map,,,1154,,,,Lincoln Heritage Database Sources,,,1888,,Ordnance Survey
800609c7-334e-414f-8365-dfd28f0ecfc7,,,,,,,,,,,,,1788,,,,,,,1784,,,"Lincoln, Old St Marks church",Drawing,,,2654,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
817f31a8-b2ef-4069-84c4-a6c50c8e45a1,,,,,,,,,,,,,,,,,,,,,,,"Lincoln, St Giles Hospital",Drawing,,,2652,,,,Lincoln Heritage Database Sources,,,1786,,"Grimm, Samuel Hieronymous"
8189cec5-57b1-493d-a5a2-0359abfc0e74,,,,,,,,,,,,,,,,,,,,,,,Plan of the City of Lincoln,Map,,,1149,,,,Lincoln Heritage Database Sources,,,1851,,"Padley, James Sandby"
8234e51f-9dcd-481b-9873-0d2390bbe2e4,,,,,,,,,,,,,,,,,,,,,,,Lincs Chronicle 1844,Newspaper Article,,,2733,,,,Lincoln Heritage Database Sources,,,1844,,
8319ff48-a197-422a-8c21-b7ad8a5d3523,,,,,,,,,,,,,1786,,,,,,,1784,,,"Lincoln, Bishops Palace",Drawing,,,2639,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
83c3f269-9c03-4a61-8508-bd39290d68df,,,,,,,,,,,,,,,,,,,,,,,The Fossdyke (map),Map,,,1600,,,,Lincoln Heritage Database Sources,,,1762,,"Grundy, J."
8512fb4d-316c-4bc5-9e99-9026768cf5a4,,,,,,,,,,,,,1788,,,,,,,1784,,,St Paul in the Bail and Cathedral from the north-west,Drawing,,,1497,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
86f7e9f4-a6ca-42fa-8b91-d45a92bd0728,,,,,,,,,,,,,,,,,Article on website http://www.photrek.co.uk/greetwell.htm,,,,,,Greetwell Ironstone Mines; a short history,Webpage,,,2025,,,,Lincoln Heritage Database Sources,,,2003,,"Hudson, T."
871d2830-3146-42c9-a309-7e26d016a32f,,,,,,,,,,,,,,,,,,,,,,,Pottergate and section of Close wall from the east,Drawing,,,1511,,,,Lincoln Heritage Database Sources,,,1786,,"Grimm, Samuel Hieronymous"
87462694-7d1f-44d0-9c9d-22a73b6ac103,,,,,,,,,,,,,,,,,,,,,,,Lincs Chronicle 1839,Newspaper Article,,,2730,,,,Lincoln Heritage Database Sources,,,1839,,
87a17e29-209d-459c-85ef-a3b464a4fdda,,,,,,,,,,,,,1788,,,,,,,1784,,,"Lincoln Cathedral, south porch",Drawing,,,2673,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
8d69f51f-41bb-4219-bf60-126b79968588,,,,,,,,,,,,,1788,,,,,,,1784,,,"Lincoln, bow window of the old house near St Peter at Gowts",Drawing,,,2666,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
8f751d12-aee1-4fec-a5e8-705d6b018f4e,,,,,,,,,,,,,,,,,,,,,,,Plan of the City of Lincoln shewing proposed Sewerage Works as designed by John Lawson. C. E.,Map,,,1519,,,,Lincoln Heritage Database Sources,,,1866,,"Lawson, John"
910c0be1-0891-4ddc-bd77-03cf2ceb4a12,,,,,,,,,,,,,1788,,,,,,,1784,,,"Lincoln, St Swithin and the Freeschool",Drawing,,,2658,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
93169f4b-a81b-4dbd-a467-a2801716b629,,,,,,,City of Lincoln Corporation,,,,Lincoln Central Library,,,,,,Lincoln Central Library UP 3650,,,,,,The Central Market. Official opening by the Right Worshipful the Mayor of Lincoln 18th May 1938,Photograph,,,1224,,,,Lincoln Heritage Database Sources,,,1938,,City of Lincoln
944d3f22-b7c3-4208-ba4e-bb611cd95113,,,,,,,,,,,,,,,,,,,,,,,Description of works as at Sep 1935,Manuscript,,,1221,,,,Lincoln Heritage Database Sources,,,1935,,City of Lincoln Water Department
95b5316f-43c7-4ce4-bc3a-158647653627,,,,,,,,,,,,,1786,,,,,,,1784,,,"Lincoln, house of Colonel Bromhead",Drawing,,,1508,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
97b29b39-55e0-4655-990b-1ff2265394ce,,,,,,,,,,,,,,,,,,,,,,,Plan of the Parish of Saint Swithin in the City of Lincoln,Map,,,2135,,,,Lincoln Heritage Database Sources,,,1851,,"Betham, E."
9a48e76f-c089-4916-ae99-73b9f6e7326d,,,,,,,Lincolnshire County Council,,,,,,,,,,,,,,,,Antiquities from the Witham: prehistoric and Roman,Leaflet,,,513,,,,Lincoln Heritage Database Sources,,,1979,,"White, A. J."
9acff4ee-4426-45f1-b123-92f874e4fbde,,,,,,,Lincoln Corporation MSS,,,,,,1927,,,,,,,1897,,,Dedication of Private Streets. Public Health Act 1875.,Manuscript,,,2722,,,,Lincoln Heritage Database Sources,,,,,Lincoln Corporation
9aee0eef-8d4e-4009-8210-3673e521ac67,,,,,,,,,,,,,,,,,,,,,,,Lincs Chronicle 1858,Newspaper Article,,,2731,,,,Lincoln Heritage Database Sources,,,1858,,
9c011ef5-8a48-4e58-ad00-753117393f3b,,,,,,,Lincoln Civic Trust,,,,,,,,,,,,,,,,"Outline ground plan of Old Deanery, Eastgate",Map,,,2130,,,,Lincoln Heritage Database Sources,,,1827,,"Bentham, E."
9e67c997-9a28-41af-9a58-8c8bf5b52cda,,,,,,,Lincoln City Council,,,,,,,,,,,,,,,,(Untitled) Yarborough Road; plan of new road,Map,,,2083,,,,Lincoln Heritage Database Sources,,,1879,,City Surveyor
9eed7965-cd19-41a6-be7b-c116bd8d6fa5,,,,,,,,,,,,,1786,,,,,,,1784,,,"Lincoln, Deanery",Drawing,,,2646,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
a1931a49-2529-4dcc-9414-f08a184cafda,,,,,,,,,,,,,1788,,,,,,,1784,,,"Lincoln Cathedral, cloisters and chapterhouse",Drawing,,,2671,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
a2b2f036-93ce-4804-bf44-301bf8199d1c,,,,,,,The Stationers Company,,,,,,,,,,,,,,,,"Lincoln Cathedral from Brayford, drawn by J OConnor engraved by B Lasbury",Drawing,,,1839,,,,Lincoln Heritage Database Sources,,,1878,,"O'Connor, J."
a2e34db0-b641-4d71-b4ab-0ade0fe27a72,,,,,,,,,,,,,,,,,,,,,,,[Bailgate Colonnade and other Roman discoveries] Plan.,Map,,,1438,,,,Lincoln Heritage Database Sources,,,1903,,"Harding, Cuthbert"
a48de81f-8e7c-45da-a659-c4341bd3ee13,,,,,,,Ordnance Survey,,,,,,,,,,,,,,,,1:2500 map of Lincoln,Map,,,1210,,,,Lincoln Heritage Database Sources,,,1938,,Ordnance Survey
a53a5aa0-4090-4775-bc01-35c9609e9ead,,,,,,,Ordnance Survey,,,,,,,,,,,,,,,,1:1250 map of Lincoln. Surveyed 1971-1992. Epoch 6,Map,,,983,,,,Lincoln Heritage Database Sources,,,1992,,Ordnance Survey
a5489671-c889-40b6-aa05-c29413f84dac,,,,,,,Lincoln Corporation MSS,,,,,,,,,,,,,,,,Lincoln Corporation. Sewerage Works. General Plan.,Manuscript,,,1521,,,,Lincoln Heritage Database Sources,,,1877,,Lincoln Corporation
a9940513-c36f-4242-89b3-e2c6dc5f70af,,,,,,,,,,,,,,,,,,,,,,,Lincolne,Map,,,1206,,,,Lincoln Heritage Database Sources,,,1607,,"Speed, John"
a9aa6d9c-9b03-4029-bea4-cd24b383246c,,,,,,,Unpublished,,,,,,,,,,,,,,,,Remains of Roman Occupancy outside the Walls of Lindum Castrum,Manuscript,,,2093,,,,Lincoln Heritage Database Sources,,,1890,,"Drury, M."
aa558dd7-e280-4a55-800c-fab187c88b1f,,,,,,,Ordnance Survey,,,,,,,,,,,,,,,,Digital map of Lincoln,Map,,,2044,,,,Lincoln Heritage Database Sources,,,2006,,Ordnance Survey
aa8adecb-46f9-4b61-afa4-7ee0b08023cd,,,,,,,,,,,,,1788,,,,,,,1784,,,"Lincoln, houses near the Deanery",Drawing,,,2656,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
aa97af4a-27d5-4c9d-8a75-ffba735b4f53,,,,,,,City of Lincoln Corporation,,,,,,,,,,,,,,,,City of Lincoln. Thorn Bridge. Unveiling of the bronze Memorial Tablet  23rd October 1940,Photograph,,,1215,,,,Lincoln Heritage Database Sources,,,1940,,
ab6078c7-db31-41b6-b7f9-551340aee350,,,,,,,Unpublished,,,,,,,,,,,,,,,,Building Applications 1866 onwards,Manuscript,,,1537,,,,Lincoln Heritage Database Sources,,,1866,,Lincoln Urban Sanitary Authority
ae44e24b-6e6b-4fb9-a748-349938ac056c,,,,,,,,,,,,,,,,,,,,,,,Lincs Chronicle 1852,Newspaper Article,,,2735,,,,Lincoln Heritage Database Sources,,,1852,,
b00cff29-af2d-4803-9bd0-7a98711ec793,,,,,,,Lincolnshire County Council,,,,,,,,,,,,,,,,Norman Buildings in Lincoln,Leaflet,,,510,,,,Lincoln Heritage Database Sources,,,1983,,"White, A. J. and Solly, M."
b330811f-c3bd-41c4-a7e1-bb0afd1c7ec0,,,,,,,Ordnance Survey,,,,,,,,,,,,,,,,1:2500 map of Lincoln,Map,,,1599,,,,Lincoln Heritage Database Sources,,,1907,,Ordnance Survey
b4247a4c-ed61-433f-8e45-0e39ca25a714,,,,,,,,,,,,,1786,,,,,,,1784,,,"Lincoln, the new St Pauls Church",Drawing,,,1502,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
b661dedf-3452-492c-ab32-b172f4b13969,,,,,,,,,,,,,,,,,,,,,,,"Lincoln from Gowts Bridges, 1790. A drawing",Drawing,,,1485,,,,Lincoln Heritage Database Sources,,,1790,,"Nutter, W."
b850b0b1-750a-4dd2-b1ec-fe3af72deff1,,,,,,,Lincolnshire County Council,,,,,,,,,,,,,,,,Antiquities from the Witham: medieval,Leaflet,,,512,,,,Lincoln Heritage Database Sources,,,1979,,"White, A. J."
b9c42168-b26f-4831-873c-22704bdbeb60,,,,,,,,,,,,,1786,,,,,,,1784,,,"Lincoln, Bishops Palace.",Drawing,,,2641,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
ba4e045d-cd32-4bf4-9b82-478e42a54a11,,,,,,,,,,,,,1788,,,,,,,1784,,,Lincoln Cathedral chapterhouse,Drawing,,,1500,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
ba76062d-078c-47c1-b39d-094b19970775,,,,,,,Unpublished,,,,,,,,,,,,,,,,Collection of notebooks from local newspapers,Notebook,,,1737,,,,Lincoln Heritage Database Sources,,,,,"Binnall,  P."
baecaf3b-3eeb-464d-b10a-1846d788a473,,,,,,,,,,,,,1788,,,,,,,1784,,,"Lincoln Cathedral, from the road to Greetwell",Drawing,,,2643,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
bc3f7d02-5156-43b1-b97e-ad01cc7e58b7,,,,,,,,,,,,,1786,,,,,,,1784,,,Lincoln Cathedral interior; high altar.,Drawing,,,1501,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
bc5bad6a-b49c-45a4-8dfe-da9b7b522f69,,,,,,,,,,,,,,,,,,,,,,,High Street looking south to the Stonebow. A drawing,Drawing,,,1487,,,,Lincoln Heritage Database Sources,,,1818,,"Brooke, William Henry"
bd62e8e1-0cbd-4c62-9b82-e26675182d5a,,,,,,,,,,,,,1788,,,,,,,1784,,,"Roman Aqueduct, Nettleham Road",Drawing,,,1516,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
be8ba6be-9fbb-4873-a238-c40940784628,,,,,,,,,,,,,,,,,,,,,,,"St Catherines Allotments, Lincoln (survey plan of proposed housing in Derby Street, Weir Street, Colegrave Street and Altham Terrace for Thomas Martin, owner). Scale 33ft to 1 inch (1:396)",Map,,,1667,,,,Lincoln Heritage Database Sources,,,1876,,"Skill, William"
bf0a31c0-28e9-4050-97ff-4bb2eab02a8c,,,,,,,,,,,,,,,,,,,,,,,"A Plan of Lincoln Castle, with the premises adjoining",Map,,,2308,,,,Lincoln Heritage Database Sources,,,1832,,"Willson, E. J."
bf79cf5a-1ce0-4f63-a64e-d24b3ea93b9f,,,,,,,Ordnance Survey,,,,,,,,,,,,,,,,1:10000 map of Lincoln,Map,,,2060,,,,Lincoln Heritage Database Sources,,,1956,,Ordnance Survey
bff82331-d2fa-46bf-a93a-d1bfd269c805,,,,,,,,,,,,,,,,,,,,,,,Photographs of 29-31 Strait,Photograph,,,1913,,,,Lincoln Heritage Database Sources,,,2005,,"Gallagher, B."
c1879724-56d5-42da-afa2-deafc05ef2ec,,,,,,,,,,,,,1788,,,,,,,1784,,,"Lincoln, St Benedicts church",Drawing,,,2661,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
c6f4b6ae-143b-4c42-a43e-183d8f0eb649,,,,,,,,,,,,,1788,,,,,,,1784,,,"Lincoln Cathedral, south end",Drawing,,,2674,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
c72cc21f-4b77-4f2c-b9b1-9a9d384936d4,,,,,,,,,,,,,1827,,,,,,,1823,,,(Plan of Carholme Racecourse),Map,,,1957,,,,Lincoln Heritage Database Sources,,,,,"Padley, J. S."
c78e0e00-e6f0-4517-a5fc-705c5e435702,,,,,,,The Friends of Lincoln Cathedral,,,,,,,,,,,,,,,,Lincoln Muniments,Leaflet,,,1878,,,,Lincoln Heritage Database Sources,,,,,"Williamson, D. M."
caad9421-6a46-4d66-919f-bc769af3edb5,,,,,,,The Friends of Lincoln Cathedral,,,,,,,,,,,,,,,,"Oliver Sutton, Dean of Lincoln, later Bishop of Lincoln (1280-99)",Leaflet,,,1869,,,,Lincoln Heritage Database Sources,,,,,"Hill, R. M. T."
cc937d85-9bbc-4491-bbf6-7a9fc651ee0d,,,,,,,,,,,,,,,,,,,,,,,Plan of Skellingthorpe in the County of Lincoln (for Christs Hospital in London),Map,,,2712,,,,Lincoln Heritage Database Sources,,,1847,,"Hardy, W."
cd48b9bb-a76d-41fc-aa34-5730a317a58c,,,,,,,,,,,,,,,,,,,,,,,Roman wall discovered during Building Operations in Silver St Lincoln,Map,,,1437,,,,Lincoln Heritage Database Sources,,,1925,,Scorer and Gamble
ce6d19ff-218e-4100-a939-d2d9aa99427f,,,,,,,Ordnance Survey,,,,,,,,,,,,,,,,Reform Act Plan (based on OS Drawings of 1820),Map,,,1904,,,,Lincoln Heritage Database Sources,,,1832,,"Dawson, R. K."
d0746487-b17f-4eaa-a8d3-087e17faa945,,,,,,,,,,,,,1788,,,,,,,1784,,,"Lincoln, vault under the Freeschool",Drawing,,,2657,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
d120e33f-b493-41ae-938d-259fde401b8c,,,,,,,,,,,,,,,,,,,,,,,"Lincoln, Vicars College",Drawing,,,2649,,,,Lincoln Heritage Database Sources,,,1788,,"Grimm, Samuel Hieronymous"
d12844bf-5089-44f4-9e31-d1c90ab4505d,,,,,,,,,,,,,,,,,,,,,,,Plan of the City of Lincoln,Map,,,1222,,,,Lincoln Heritage Database Sources,,,1842,,"Padley, J. S."
d1ed3125-d3c1-4300-a490-0c0bcf39d205,,,,,,,Lincolnshire County Council,,,,,,,,,,,,,,,,Anglo-Saxon Lincolnshire 400-600 AD,Leaflet,,,519,,,,Lincoln Heritage Database Sources,,,1983,,"White, A. J."
d20c99ff-cb7e-40d7-befe-3fd1c175a1b6,,,,,,,Ancestry.co.uk,,,,,,,,,,,,,,,,Census of 1841,Webpage,,,2679,,,,Lincoln Heritage Database Sources,,,1841,,Registrar General of England
d2822525-5298-4a5d-959d-e06af4044227,,,,,,,The Friends of Lincoln Cathedral,,,,,,,,,,,,,,,,Romanesque sculpture at Lincoln Cathedral,Leaflet,,,847,,,,Lincoln Heritage Database Sources,,,1970,,"Zarnecki, George"
d614358f-864e-4f20-a7ef-2219f56fa5f8,,,,,,,,,,,,,1788,,,,,,,1784,,,"Lincoln, St Peter at Arches",Drawing,,,2659,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
d6a2f29d-ee85-4438-9d23-8b0dc88736f9,,,,,,,Ordnance Survey,,,,,,,,,,,,,,,,1:2500 map of Lincoln,Map,,,1208,,,,Lincoln Heritage Database Sources,,,1888,,Ordnance Survey
d7a59c2c-d8dd-473e-9163-4e103266a74e,,,,,,,Unpublished,,,,,,,,,,Digital copy in LHD Sources file.,,,,,,How much of Lincolns heritage was destroyed in the slum clearance programme in the uphill area since 1930?,Manuscript,,,2956,,,,Lincoln Heritage Database Sources,,,1997,,"Payne, S."
d9b52f36-c248-4adb-bb1b-2d629de0628e,,,,,,,Lincolnshire County Council,,,,,,,,,,,,,,,,Lincoln friaries,Leaflet,,,514,,,,Lincoln Heritage Database Sources,,,1979,,"White, A. J."
de9231c3-e87a-4bd1-aab1-1c7e6f65f6d3,,,,,,,,,,,,,1786,,,,,,,1784,,,Church and vicarage of St Mary le Wigford and St Marys Conduit,Drawing,,,1505,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
e0b45e05-d890-49b2-b626-c14ddb7d8a83,,,,,,,,,,,,,1786,,,,,,,1784,,,"Lincoln, Vicars College from the north",Drawing,,,2647,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
e1a0fae3-55b9-45e1-aa86-82f4c02f3d12,,,,,,,,,,,,,,,,,Copy in report for DP,,,,,,The Packhorse Inn. Plan; scale 2 chains to 1 inch.,Map,,,1544,,,,Lincoln Heritage Database Sources,,,1827,,"Padley, J. S."
e3386b14-5b34-4b80-920e-3d4c64d79c26,,,,,,,,,,,,,,,,,,,,,,,The South West Prospect of Lincoln Castle,Engraving,,,1495,,,,Lincoln Heritage Database Sources,,,1727,,"Buck, Samuel"
e5e01e25-17ac-4aa2-9ab0-5443fa7572d0,,,,,,,,,,,,,,,,,,,,,,,Lindum Colonia,Map,,,1150,,,,Lincoln Heritage Database Sources,,,1722,,"Stukeley, W."
e7190eff-b956-4700-9ef7-fdc02b21e097,,,,,,,,,,,,,1786,,,,,,,1784,,,"Lincoln, St Peter in Eastgate",Drawing,,,1503,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
e81dd49c-509e-45e0-8f93-bf2ae91944f8,,,,,,,,,,,,,1788,,,,,,,1784,,,"Lincoln, The Old Hospital",Drawing,,,2662,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
e90785ee-b179-4f25-95c5-8b69c2b647d1,,,,,,,The Friends of Lincoln Cathedral,,,,,,,,,,,,,,,,The Nineteenth Century Stained Glass in Lincoln Minster,Leaflet,,,1874,,,,Lincoln Heritage Database Sources,,,,,"Binnall,  P. B. G."
e910183b-a088-40d6-a5d3-2319dae48fc6,,,,,,,,,,,,,,,,,,,,,,,"Plan of Lincoln in 1779, an inset from a map of Lincolnshire",Map,,,1494,,,,Lincoln Heritage Database Sources,,,1779,,"Armstrong, A. ndrew"
e93ea7cf-40dc-4a42-a218-acf8ed045ebb,,,,,,,,,,,,,,,,,,,,,,,Estate called Old Lincoln on Lease to Mrs Grace Bromhead 1824,Photocopy,,,2104,,,,Lincoln Heritage Database Sources,,,1824,,
e9653a46-41a9-4887-8005-73a269fc58e9,,,,,,,,,,,,,1788,,,,,,,1784,,,"Lincoln, courtyard of the old house near St Peters",Drawing,,,2664,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
ec07b8f3-3785-482b-9e54-60b74f9aa279,,,,,,,,,,,,,1788,,,,,,,1784,,,"Lincoln, Norman gateway on the old house near St Peters",Drawing,,,2663,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
edc2af78-2537-4e64-af2f-c50b34518bd1,,,,,,,,,,,,,1788,,,,,,,1784,,,"Lincoln, St Mary Le Wigford, Water Conduit",Drawing,,,2667,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
ee5451e0-78e8-4e2c-a24a-50bce7ce0a50,,,,,,,,,,,,,1788,,,,,,,1784,,,"Roman Aqueduct, Nettleham Road",Drawing,,,1517,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
ee638fc3-27dd-47a7-93fe-58c97078eaa1,,,,,,,Michael Drury,,,,,,,,,,,,,,,,Plan of Building Sites in the Parish of St. Botolph in the City of Lincoln,Map,,,1587,,,,Lincoln Heritage Database Sources,,,1883,,"Drury, Michael"
ef6c890d-4c23-4a8c-999a-7bceaf899fa5,,,,,,,,,,,,,1788,,,,,,,1784,,,"Lincoln, the Chequer",Drawing,,,2650,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
ef9f8a70-1769-4016-baf0-a2c31a3974e0,,,,,,,,,,,"Local Studies Collection, Central Library, Lincoln.",,,,,,"Copy of manuscript in Local Studies Collection, Central Library, Lincoln.",,,,,,Lincoln Inns,Manuscript,,,1240,,,,Lincoln Heritage Database Sources,,,1935,,"Exley, C. L."
f0fddac0-ad97-4d3a-853c-9f5db579c1d7,,,,,,,,,,,,,1786,,,,,,,1784,,,"Lincoln Cathedral, near the chapterhouse",Drawing,,,2645,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
f1159b77-2502-4ba3-86b1-5dffb005f599,,,,,,,,,,,,,,,,,,,,,,,The South-west prospect of the City of Lincoln,Engraving,,,1430,,,,Lincoln Heritage Database Sources,,,1743,,"Buck, Samuel  and Nathaniel"
f145266e-2ec3-4b4f-aa15-2f7981a512c5,,,,,,,,,,,,,,,,,,,,,,,Newport Arch from the north,Image,,,2551,,,,Lincoln Heritage Database Sources,,,1789,,"Nattes, J. C."
f2008f05-1a8e-4fba-b44b-b4c6bb62dcd6,,,,,,,Unpublished,,,,,,,,,,,,,,,,Notes on Big Wesley February 2004,Manuscript,,,2961,,,,Lincoln Heritage Database Sources,,,2004,,"Mills, D."
f227168d-ca79-47cf-88cc-05c24e99419c,,,,,,,,,,,,,,,,,,,,,,,Steep Hill looking north. A drawing,Drawing,,,1489,,,,Lincoln Heritage Database Sources,,,1818,,"Brooke, William Henry"
f22d02a0-f95e-476d-b295-be53ddc8c5e6,,,,,,,,,,,,,1786,,,,,,,1784,,,"Lincoln, a house near Closegate (Clasgate?)",Drawing,,,1509,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
f3936fbd-efc3-40a4-b8ed-0a4878883b17,,,,,,,,,,,,,1788,,,,,,,1784,,,"Lincoln Cathedral, chapterhouse",Drawing,,,2670,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
f3c0257f-3fa3-482e-9d04-087eb2b26d1e,,,,,,,Lincolnshire County Council,,,,,,,,,,,,,,,,"St Marys Conduit, Lincoln",Leaflet,,,515,,,,Lincoln Heritage Database Sources,,,1980,,"White, A. J."
f55dde8b-d99b-4012-91f3-5dafb2e47581,,,,,,,,,,,British Museum,,1786,,,,In British Museum,,,1784,,,Lincoln Castle from the south west,Drawing,,,2633,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
f636b39f-7bf2-474e-990d-85c7f58baacc,,,,,,,Ordnance Survey,,,,,,,,,,,,,,,,1:2500 map of Lincoln,Map,,,1209,,,,Lincoln Heritage Database Sources,,,1932,,Ordnance Survey
f6f539b9-5a85-45da-a9f1-ce1890158857,,,,,,,,,,,,,,,,,,,,,,,Lincolnshire Chronicle,Newspaper Article,,,2753,,,,Lincoln Heritage Database Sources,,,,,
f707cd9d-9132-433e-aabb-022fff3bc10b,,,,,,,,,,,,,,,,,,,,,,,"Lincoln, Rutland & Stamford Mercury",Newspaper Article,,,1143,,,,Lincoln Heritage Database Sources,,,,,
f73ccbdc-28a1-403a-bd7f-e7bc3a5733ec,,,,,,,Unpublished,,,,,,,,,,,,,,,,Lincoln Smiths Bank founded 1775.,Manuscript,,,1571,,,,Lincoln Heritage Database Sources,,,1980,,"Winfield, Simon"
fae70740-ab83-46b2-b949-96cd2c35dee6,,,,,,,The Friends of Lincoln Cathedral,,,,,,,,,,,,,,,,The Roof Bosses of Lincoln Minster,Leaflet,,,1868,,,,Lincoln Heritage Database Sources,,,1949,,"Cave, C. J. P."
fd6b9d6e-ffd2-4d50-afca-2daa01d52590,,,,,,,The Friends of Lincoln Cathedral,,,,,,,,,,,,,,,,"Michael Honywood, Dean of Lincoln (1660-8)",Leaflet,,,1872,,,,Lincoln Heritage Database Sources,,,,,"Srawley, Rev. Canon J. H."
fdf5afca-8f44-4379-91e3-545664a9b875,,,,,,,Unpublished,,,,Lincoln Central Library,,,,,,"Files in Lincoln Central Library, in locked cabinet and on microfilm",,,,,,"Collection of c90 bound scrapbook albums of news cuttings, illustrations, ephemera and notes on a variety of Lincoln themes",Manuscript,,,2102,,,,Lincoln Heritage Database Sources,,,1960,,"Abell, E. I."
feb28f8e-0ab0-4930-8510-d5321affc25c,,,,,,,,,,,,,1786,,,,,,,1784,,,Lincoln Cathedral Palace,Drawing,,,1498,,,,Lincoln Heritage Database Sources,,,,,"Grimm, Samuel Hieronymous"
ff0a4f4d-854c-4b04-972b-5f03820f4c9e,,,,,,,,,,,,,,,,,,,,,,,Lincs Chronicle 1851,Newspaper Article,,,1711,,,,Lincoln Heritage Database Sources,,,1851,,
